input,output,meaning,num_cognates,cognate_set_id
[Latin] farcio [Latin] frequens [Latin] fraxo,*bʰrekʷ-,,3,3017
[Polish] olcha [Ancient Greek] ἄλιζα,*h₂éliseh₂,,2,3018
[Serbo-Croatian] tajiti [Serbo-Croatian] тајити,*teh₂-y-,,2,3019
[Persian] بانو [Ancient Greek] δέσποινα [Greek] δέσποινα,*déms pótnih₂,,3,3020
[Persian] نگاه [Kashmiri] گاش [Sanskrit] काश् [Assamese] চকু [Sylheti] ꠌꠃꠈ [Tocharian B] kektseñe [Persian] آگاه [Ancient Greek] τέκμαρ [Ancient Greek] τεκμαίρομαι [Assamese] চখু [Tocharian A] kapśañi,*kʷeḱ-,,11,3021
[Old Norse] þurs [English] thurse,*tur-,,2,3022
[Polish] żywica [Russian] живица,*gʷh₃i-u-,,2,3023
[Latin] culex [Welsh] cylion [Cornish] kelyon [Irish] cuil [Old Irish] cuil,*ḱuH-ló-,,5,3024
[Latin] elenchus [Ancient Greek] ἔλεγχος [Hittite] 𒇷𒅅𒍣 [Ancient Greek] ἐλέγχω,*h₁lengʰ-,,4,3025
[Norwegian Bokmål] teater [Old English] -þor [Latin] -trum [Ancient Greek] -τρον [Ancient Greek] χύτλον [Norwegian Bokmål] absurdteater,*-trom,,6,3026
[Lithuanian] valdyti [Latvian] valdīt,*h₂welh₁dʰh₁-,,2,3027
[Old Armenian] արգանդ [Old Armenian] արգահատեմ,*arkʷ-,,2,3028
[Old Armenian] ողբ [Lithuanian] ulbauti,*olbʰ-,,2,3029
[Old Armenian] ուլ [Mingrelian] ფოლო,*pōlo-,,2,3030
[Sanskrit] वसति [Hindi] बसना,*h₂wéseti,,2,3031
[Albanian] marr [Ancient Greek] μάρναμαι [Old Irish] marnaid [Old Irish] maraid,*merh₂-,,4,3032
[Sanskrit] तुच्छ [Russian] тщета,*tweskʷ-,,2,3033
[Galician] Bama [Galician] Bamio,*(s)úp-m̥mo-,,2,3034
[Latin] veru [Gothic] 𐌵𐌰𐌹𐍂𐌿 [Umbrian] 𐌁𐌄𐌓𐌖𐌔 [Umbrian] 𐌁𐌄𐌓𐌅𐌀,*gʷéru,,4,3035
[Latin] specio [Sanskrit] पश्यति [Ashokan Prakrit] 𑀧𑀲𑀢𑀺,*spéḱyeti,,3,3036
[Latin] caedo [Latin] caelo [Latin] cestrum,*keh₂id-,,3,3037
[Old Armenian] քիմք [Sanskrit] चम्,*kʷem-,,2,3038
[Sanskrit] लभते [Armenian] ձուղբ [Assamese] লোৱা [Sanskrit] लभ् [Sanskrit] लब्ध,*lebʰ-,,5,3039
[Latin] carduus [Danish] harsk [German] harsch [English] chadon beni,*kars-,,4,3040
[Latin] frigus [Ancient Greek] ῥῖγος,*sriHgos,,2,3041
[Swedish] kväva [Old Norse] kœfa,*gʷeh₂bʰ-,,2,3042
[Hittite] 𒄭𒅖𒊭𒀭 [Ancient Greek] οἴαξ,*h₂iHseh₂,,2,3043
[Sanskrit] ईषा [Assamese] ঈহ,*h₂iHséh₂,,2,3044
[Latin] novitas [Ligurian] novitæ [Ancient Greek] νεότης,*néwoteh₂ts,,3,3045
[Latin] saucius [Lithuanian] skusti,*ksew-,,2,3046
[Latin] pusillus [Latin] pusus,*putlos,,2,3047
[Old Armenian] -ուկ [Old Armenian] -իկ [Old Armenian] -ակն,*-kon-,,3,3048
[Old Armenian] փայլ [Sanskrit] स्फटिक,*(s)pʰel-,,2,3049
[Scottish Gaelic] sgàth [Manx] scaa,*skot-,,2,3050
[Old Armenian] ցուրտ [Lithuanian] šiaurė [Latin] caurus,*(s)ḱeh₁w-,,3,3051
[Old Armenian] գին [Sanskrit] वस्न,*wósn̥,,2,3052
[Italian] candire [Turkish] kandil,*kand-,,2,3053
[Albanian] mjegull [Latvian] migla [Lithuanian] migla [Upper Sorbian] mhła [Bulgarian] мъгла [Polabian] m’åglă,*h₃mígʰleh₂,,6,3054
[French] gober [French] gobelet [Galician] gobelete,*ǵoph₃o-,,3,3055
[Serbo-Croatian] jela [Serbo-Croatian] јела,*h₁edʰlos,,2,3056
[Sanskrit] पुरु [Konkani] पुरो [Marathi] पुरे,*pl̥h₁ús,,3,3057
[Breton] karv [Cornish] karow,*ḱr̥wós,,2,3058
[Old Armenian] են [Sanskrit] सन्ति [Old Persian] 𐏃𐎫𐎡𐎹 [Balinese] ᬰᬦ᭄ᬢᬶ,*h₁sénti,,4,3059
[Old Armenian] մերձ [Ancient Greek] ἄχρι,*méǵʰ(s)ri,,2,3060
[Albanian] zë [English] gound,*gʰendʰ-,,2,3061
[Danish] vammel [Lithuanian] vemti,*wem-,,2,3062
[Danish] korps [Dutch] korps [Indonesian] korps,*kʷrép-o-,,3,3063
[Scottish Gaelic] uachdar [Irish] uachtar [Manx] eaghtyr,*h₃ewp-s-,,3,3064
[Norwegian Bokmål] hør [Old Norse] hǫrgr,*ḱarǝk-,,2,3065
[Latin] alnus [French] aulne [Albanian] halë,*h₂élsnos,,3,3066
[Lithuanian] voverė [Samogitian] vuoverie [Latvian] vāvere,*wewer-,,3,3067
[Portuguese] fole [Romanian] foale [Spanish] fuelle,*bʰolǵʰnis,,3,3068
[Portuguese] evocar [Spanish] evocar [Tajik] овоз,*wōkʷs,,3,3069
[Sanskrit] शास्त्र [Tocharian A] käṣṣī [Tocharian B] käṣṣī [Sanskrit] शास्,*ḱeh₁s-,,4,3070
[English] Tamar [Italian] Tammaro,*tm̥Hrós,,2,3071
[Sanskrit] रवि [Old Armenian] արև,*h₂rewi-,,2,3072
[Greek] πουλάρι [Latin] paulus [Ancient Greek] παῦρος,*péh₂uros,,3,3073
[Old English] ut- [Ancient Greek] ὕβρις,*ud-,,2,3074
[Portuguese] ferver [Romanian] fierbe,*bʰeru-,,2,3075
[Czech] vloni [Czech] loni [Slovak] vlani,*ol-nei,,3,3076
[Persian] خندیدن [Old Armenian] խինդ [Persian] خنده [Baluchi] کندگ,*kʰendʰ-,,4,3077
[Scottish Gaelic] mearachd [Ancient Greek] ἁμαρτάνω,*h₂mert-,,2,3078
[Icelandic] fer- [Sanskrit] तुरीय [Gothic] 𐍆𐌹𐌳𐌿𐍂- [Avestan] 𐬙𐬏𐬌𐬭𐬌𐬌𐬀 [Catalan] petricó,*kʷetwr̥-,,5,3079
[Ossetian] егӕр [Ossetian] игӕр,*yókʷr̥,,2,3080
[Ancient Greek] σπίζω [Ancient Greek] σπίνος,*(s)ping-,,2,3081
[Old Armenian] սիւն [Ancient Greek] κίων,*ḱiHwon-,,2,3082
[Old English] spyrd [Old Armenian] սպրդեմ [Sanskrit] स्पर्धा,*sperdʰ-,,3,3083
[Italian] onusto [Latin] onustus,*h₃enh₂ostos,,2,3084
[Portuguese] nupcial [Norman] neuches,*snewbʰo-,,2,3085
[Old Armenian] աղբիւր [Ancient Greek] φρέαρ,*bʰréh₁wr̥,,2,3086
[Old Armenian] ալիւր [Ancient Greek] ἄλευρον [Ancient Greek] ἄλειαρ,*h₂leh₁wr̥,,3,3087
[Russian] пук [Latin] panus,*pank-,,2,3088
[Catalan] maça [Portuguese] maça,*mat,,2,3089
[Albanian] qenë [Albanian] qemë [Albanian] qetë [Ancient Greek] τέλλω,*kʷelh₁-,,4,3090
[Persian] سور [Sanskrit] शूर [Sanskrit] शू [Old Persian] 𐎰𐎢𐎼𐎺𐎠𐏃𐎼 [Old Persian] 𐎰𐎢𐎼𐎺𐎠𐏃𐎼 [Sanskrit] श्वस्,*ḱewH-,,6,3091
[Hittite] 𒉺𒄴𒊭𒊑 [Polish] paść,*péh₂sti,,2,3092
[Portuguese] feriado [Galician] feira [Portuguese] feira,*dhēs-,,3,3093
[Irish] folt [Old Irish] folt,*welh₂-,,2,3094
[Ancient Greek] χήρα [Greek] χήρα [Latin] heres [Latin] erus,*ǵʰeh₁ro-,,4,3095
[Ancient Greek] θεάομαι [Sanskrit] धीर,*dʰeyh₂-,,2,3096
[Latin] gibbus [Lithuanian] geibti,*geybʰ-,,2,3097
[Irish] ligh [Old Irish] ligid [Sanskrit] लेढि,*léyǵʰti,,3,3098
[Swedish] i fjor [Swedish] i fjol [Danish] fjor [Norwegian Nynorsk] fjor [German] fert [Old Norse] fjǫrð,*peruti,,6,3099
[Irish] curach [Welsh] corwg,*(s)koro-,,2,3100
[Russian] грядущее [Russian] грясти,*gʰrHdʰ-,,2,3101
[Irish] cruach [Scottish Gaelic] cruach [Welsh] crug,*krā(u)-,,3,3102
[Old Portuguese] espiga [Portuguese] espiga [Portuguese] espículo,*spheh₁y-,,3,3103
[Russian] пехота [Ukrainian] піхота,*pēd-,,2,3104
[Dutch] krul [Danish] krølle,*gurus-,,2,3105
[Russian] бродить [Russian] брести [Lithuanian] bristi [Old Irish] frisbrudi,*bʰredʰ-,,4,3106
[Old English] sigor [Middle English] siȝe [Tocharian B] eṃṣke [Tocharian A] eṣäk,*segʰ-,,4,3107
[Armenian] ձետ [Middle Armenian] ձետ [Old Armenian] ձետ,*ǵʰedos-,,3,3108
[Lithuanian] lazda [Latvian] lagzda,*lazdā-,,2,3109
[Lithuanian] gaidrus [Latvian] gaišs,*gʷʰēy-,,2,3110
[German] Eberesche [Albanian] bërshen,*h₁ebʰros,,2,3111
[Albanian] botë [Bakhtiari] بیدن,*bʰewh₂-,,2,3112
[Galician] bouta [Sanskrit] गूथ [Prakrit] 𑀕𑀽𑀳,*gʷewh₁-,,3,3113
[Ancient Greek] θεσμός [Welsh] deddf,*dʰh₁-dʰmó-s,,2,3114
[Latin] palumbes [Spanish] palomo,*pal-wo-,,2,3115
[Russian] орать [Albanian] rrej [Ancient Greek] ἀρνέομαι,*h₂res-,,3,3116
[Irish] roth [Scottish Gaelic] roth,*Hroth₂os,,2,3117
[Old Irish] fíad [Irish] fiáin,*u-s,,2,3118
[Breton] yod [Welsh] uwd,*yewH-s-,,2,3119
[Middle Irish] aimser [Old Irish] aimser,*h₂etmn̥,,2,3120
[Cornish] arhans [Breton] arc'hant [Cornish] arghans,*h₂erg-,,3,3121
[Czech] řvát [Sanskrit] रव [Faroese] rómi [Punjabi] رولا,*rew-,,4,3122
[Welsh] ceiliog [Breton] kilhog,*kleh₁-,,2,3123
[Old English] fyrhþ [Old English] fyrhþ,*perkos,,2,3124
[Latin] -eus [Latin] -eus,*-e-,,2,3125
[Old Irish] bréc [Sanskrit] भ्रंश,*bʰrenḱ-,,2,3126
[Irish] -aí [Latin] -eo [Hindi] -ए,*-éyeti,,3,3127
[Serbo-Croatian] prostrijeti [Old Polish] postrzeć,*prosterh₃-,,2,3128
[English] threap [Old English] þreapian,*trōw-,,2,3129
[Latin] fringilla [Latin] frigutio [Cebuano] brayt,*bʰereg-,,3,3130
[Icelandic] skjór [German] Häher,*kik-,,2,3131
[English] roke [Old English] rocc,*rewg-,,2,3132
[Romanian] cină [Portuguese] ceia [French] Cène [Old Portuguese] cẽa,*kert-sna,,4,3133
[Icelandic] blaka [Westrobothnian] blaka [Latin] flagito [Westrobothnian] bläkkt,*bʰleh₂-,,4,3134
[Romanian] sulă [Latin] subula,*syuh₁-dʰleh₂,,2,3135
[Estonian] restoran [Indonesian] restoran, *steh₂-,,2,3136
[Ancient Greek] δράω [Sanskrit] द्रवति,*dréwh₂-eti,,2,3137
[Czech] župa [Serbo-Croatian] župa [Sanskrit] गोप्तृ,*gewp-,,3,3138
[Galician] chaga [Portuguese] chaga [Portuguese] praga,*plak-,,3,3139
[Sanskrit] दस्यु [Sanskrit] दास [Old Persian] 𐎭𐏃𐎹𐎠𐎢,*des-,,3,3140
[Irish] aiteann [Scottish Gaelic] aiteann [Welsh] eithin,*h₂eḱstis,,3,3141
[Sanskrit] न्यग्रोध [Sanskrit] नि [Indonesian] nis- [Malay] nis- [Sanskrit] निस्- [Sanskrit] निषत्त,*(h₁)ni,,6,3142
[Old English] granu [Norwegian Bokmål] grantopp [Greek] γράνα,*gʰrān-,,3,3143
[Latin] inguen [Galician] ingua,*h₁n̥gʷ-en-,,2,3144
[Old Armenian] երևիմ [Irish] riocht [Ancient Greek] πρέπω [Welsh] rhith,*prep-,,4,3145
[Latin] tergeo [English] thurrock,*terg-,,2,3146
[Danish] agn [Faroese] agn [Icelandic] agn [Norwegian Bokmål] agn [Old Norse] agn [Swedish] agn,*h₂eḱH-ono-,,6,3147
[Latin] vieo [Latin] vibia,*wh₁iéye-,,2,3148
[Latin] iuventa [Gothic] 𐌾𐌿𐌽𐌳𐌰,*h₂yuh₁n̥téh₂,,2,3149
[English] hummel [English] hamble [Latvian] cimds [Middle English] hamelen,*kem-,,4,3150
[Latin] forfex [Polish] brnąć,*bʰrdʰ-,,2,3151
[Assamese] গলা [Konkani] गळ्चे,*gʷélh₁eti,,2,3152
[Latin] azymus [Pali] yūsa [Prakrit] 𑀚𑀽𑀲,*yuHs-,,3,3153
[Romansch] tschuetta [Romansch] tschueta,*geh₁(y)-,,2,3154
[Irish] fáidh [Old Irish] fáith,*wéh₂tis,,2,3155
[Sanskrit] चातक [Dutch] kwakkel,*kʷoḱt-,,2,3156
[English] reard [Sanskrit] रसना [Gothic] 𐍂𐌰𐌶𐌳𐌰 [Old Norse] rǫdd,*res-,,4,3157
[Latin] genetrix [Sanskrit] जनित्री,*ǵénh₁trih₂,,2,3158
[Belarusian] хто [Rusyn] хто [Ukrainian] хто,*kʷos-tod,,3,3159
[Old Irish] demin [Sanskrit] धामन्,*dʰéh₁mn̥,,2,3160
[Old Irish] dobeir [Lepontic] 𐌕𐌄𐌕𐌖,*déh₃t,,2,3161
[Irish] gealt [Gothic] 𐍃𐌺𐌰𐌹𐌳𐌰𐌽,*t-,,2,3162
[Latin] nonnus [Sanskrit] नना,*nana-,,2,3163
[Galician] varga [Galician] vargo [Galician] varganzo [Ancient Greek] ἔργω,*h₁wreǵ-,,4,3164
[English] undern [Old English] undern,*h₁n̥ter,,2,3165
[Middle English] beswiken [English] swike [Scots] swick [Old English] swic,*sweyg-,,4,3166
[English] swith [English] swith,*swento-,,2,3167
[Polish] jałówka [Ukrainian] яловеґа,*jal-,,2,3168
[Scottish Gaelic] asna [Irish] easna,*h₂óst,,2,3169
[Cebuano] pundo [Romansch] fuond [Cebuano] pundiyo,*bʰudʰ-mn,,3,3170
[Latin] findo [Sanskrit] भिनत्ति,*bʰinédti,,2,3171
[Middle English] myst [Middle English] mysty,*h₃migʰ-,,2,3172
[Latin] caesaries [Sanskrit] केसर,*kéysero-,,2,3173
[Norwegian Bokmål] provocatus [Norwegian Bokmål] abortus provocatus,*wokʷ-,,2,3174
[Norwegian Nynorsk] geir [German] Ger [Ancient Greek] χαῖος,*ǵʰoysós,,3,3175
[Icelandic] lortur [English] lirt [Ancient Greek] λορδός,*lerd-,,3,3176
[Latin] expergiscor [Ancient Greek] ἐγείρω [Hindi] जागना [Sanskrit] जागर्ति [Konkani] जाग्चे [Marathi] जागणे,*h₁ger-,,6,3177
[Spanish] hozar [Galician] fozar,*bʰod-,,2,3178
[Scottish Gaelic] bruidheann [Sanskrit] ब्रू,*mlewH-,,2,3179
[Latin] Mosa [Latgalian] muosa,*mā-,,2,3180
[Albanian] thak [Albanian] thekë,*ḱokh₂o-,,2,3181
[Russian] русый [Latvian] rūsa,*h₁rowdʰ-s-o-,,2,3182
[English] Ure [Latin] Isara,*isərós,,2,3183
[Latin] rutilus [Latin] Ruteni,*h₂ruti-,,2,3184
[English] dalk [Lithuanian] dilgėlė [Old English] dalc,*dʰelg-,,3,3185
[English] glope [English] gloppen,*gʰlub(ʰ)-,,2,3186
[Albanian] heq [Albanian] heqsim,*h₂welk-,,2,3187
[Cornish] gwythi [Welsh] gwythi,*weyh₁,,2,3188
[Venetian] órxo [Catalan] orri,*ǵʰrzdeyom,,2,3189
[Luxembourgish] Wiss [Luxembourgish] Wues,*weis-,,2,3190
[Dutch] wam [Sanskrit] वपा,*wamp-,,2,3191
[Old Norse] tefja [Swedish] töva [Dutch] toeven [Low German] töven,*dobʰ-éie-,,4,3192
[Albanian] puth [Albanian] puq [Ancient Greek] πυκνός,*puḱ-,,3,3193
[Irish] uaimh [Scottish Gaelic] uaimh,*h₁ewn-,,2,3194
[Latin] rapum [Albanian] rrepë [Lithuanian] ropė,*(s)rā́ps,,3,3195
[Welsh] mwnwgl [Old Irish] muinél,*mon-i-,,2,3196
[Doteli] आगो [Nepali] आगो [Gujarati] આગ [Kachchi] આગ [Rajasthani] अगन,*h₁ngʷnis,,5,3197
[Czech] půl [Albanian] felë,*(s)pelH-,,2,3198
[Russian] сор [Russian] скаредный,*sóḱr̥,,2,3199
[English] fario [Latin] fario,*sr̥Hyón-,,2,3200
[Latin] anculus [Ancient Greek] ἀμφίπολος,*h₂m̥bʰikʷolós,,2,3201
[English] nithing [Sanskrit] नील [Sanskrit] नयति [Sanskrit] नी [Assamese] নিয়া [Marathi] नेणे,*neyH-,,6,3202
[Tocharian B] yarke [Sanskrit] अर्च् [Sanskrit] अर्चन,*h₁erkʷ-,,3,3203
[Gothic] 𐍃𐌻𐌴𐍀𐌰𐌽 [Central Franconian] schlofe,*slab-,,2,3204
[English] splot [Old English] splott,*splt-no-,,2,3205
[Classical Syriac] ܩܠܝܕܐ [Arabic] إقليد [Assyrian Neo-Aramaic] ܩܕܝܠܐ,*kleh₂us,,3,3206
[Norwegian Bokmål] sess [Norwegian Nynorsk] sess [Old Norse] sess [Sanskrit] सत्त,*sedtós,,4,3207
[Ancient Greek] βόσκω [Ancient Greek] συβώτης,*gʷeh₃-,,2,3208
[Persian] جر [Tocharian B] kāre,*ǵʰoh₁ro-,,2,3209
[Ancient Greek] εὐρύς [Sanskrit] उरु [Tocharian B] aurtstsea [Ossetian] уӕрӕх,*h₁wérus,,4,3210
[Pashto] غوښتل [Sanskrit] गृद्धि,*g⁽ʷ⁾eldʰ-,,2,3211
[Irish] léana [Ancient Greek] λειμών,*(s)leym-,,2,3212
[Ancient Greek] κρατύς [Sanskrit] क्रतु,*krétus,,2,3213
[Persian] گرد [Ashokan Prakrit] 𑀓𑀝 [Prakrit] 𑀓𑀅 [Marathi] केले,*kʷr̥tós,,4,3214
[English] twire [Ancient Greek] σαίρω,*twer-,,2,3215
[Ancient Greek] πυγή [Latin] puga,*pugeh₂,,2,3216
[Ancient Greek] χέζω [Albanian] ndoh,*ǵʰed-,,2,3217
[Ancient Greek] ὠνέομαι [Sanskrit] क्री [Tocharian B] karyor [Tocharian B] käry-,*kʷreyh₂-,,4,3218
[Ancient Greek] κύβη [Ancient Greek] κοῦφος,*kewbʰ-,,2,3219
[Russian] -ать [Russian] -еть,*-éh₁ti,,2,3220
[Ancient Greek] σός [Sanskrit] त्व,*twós,,2,3221
[Greek] φοράω [Ancient Greek] φορέω,*bʰoréyeti,,2,3222
[Old Irish] úathad [Irish] uathadh,*h₂ewtos,,2,3223
[Irish] oll [Old Irish] oll,*polh₁-,,2,3224
[Latvian] valks [Latvian] valks,*welk-,,2,3225
[Latvian] kāsis [Latvian] kāsis,*ḱāk-,,2,3226
[Latvian] stirna [Lithuanian] stirna,*ḱr̥h₂-néh₂,,2,3227
[Latvian] šaurs [Old Irish] soid [Lithuanian] siauras,*sewh₁-,,3,3228
[Albanian] shqipoj [Albanian] shkabë [Romanian] scaba,*kobuǵos,,3,3229
[English] elt [Ancient Greek] ἐλαύνω,*h₁elh₂-,,2,3230
[Latvian] tukšs [English] thost [Old Polish] tszczy [Sanskrit] तुष्टि [Sanskrit] तोष,*tews-,,5,3231
[Faroese] váttur [Icelandic] vottur,*wokʷtos,,2,3232
[Norman] lanniéthe [Sanskrit] अध्वन्,*h₁nedʰ-,,2,3233
[Albanian] njoh [Albanian] njof,*ǵneh₃-sḱe/o-,,2,3234
[Tocharian B] ratre [Tocharian A] rtär [Telugu] రుధిరుడు,*h₁rudʰros,,3,3235
[Albanian] mardhë [Polish] mrozić,*mórǵ-o-,,2,3236
[Tocharian A] āy [Tocharian B] āy,*h₃ost-,,2,3237
[Serbo-Croatian] žuriti [Serbo-Croatian] журити [Gothic] 𐌲𐌰𐌿𐍂𐍃,*gʰewro-,,3,3238
[Albanian] afsh [Albanian] ahë,*h₂euh₁-,,2,3239
[Albanian] avë [Galician] Avia,*h₂ewh₁-,,2,3240
[Indonesian] belau [Westrobothnian] balmäs,*bhel-,,2,3241
[Albanian] udhë [Albanian] urdhë,*uǵʰéh₂,,2,3242
[Albanian] dredh [Albanian] shtreth,*dʰreǵʰ-,,2,3243
[Albanian] mbys [Albanian] mbyt,*with₂-,,2,3244
[Albanian] dhunë [Albanian] përdhunë,*h₁(e)dun-eh₂,,2,3245
[Albanian] thjellët [Lithuanian] šaltas,*ḱelH-,,2,3246
[Albanian] dergj [Albanian] djerg,*derHgʰ-,,2,3247
[Albanian] ngridhem [Albanian] gërthas,*gwr-edh-,,2,3248
[Albanian] gogësij [Albanian] gogë,*gheh₂-(gheh₂-),,2,3249
[Albanian] mbështet [Sanskrit] स्थित [Prakrit] 𑀞𑀺𑀬,*sth₂tós,,3,3250
[Albanian] qengjë [Latin] canicae [Sanskrit] कञ्चन [Sundanese] ᮊᮔ᮪ᮎᮔ [Ancient Greek] κνῆκος [Middle English] hony [Northern Kurdish] şan,*kn̥h₂ónks,,7,3251
[Albanian] pranga [Ancient Greek] Φράγκος,*prAng-,,2,3252
[Albanian] krua [Old English] hræn [Old Norse] hrǫnn,*kres-,,3,3253
[Albanian] krodhë [Dutch] Herten,*kar-,,2,3254
[Serbo-Croatian] kipjeti [Serbo-Croatian] кипјети [Serbo-Croatian] кипети [Old Irish] cobar,*kup-,,4,3255
[Welsh] crau [Irish] cró,*krewh₁-,,2,3256
[Albanian] lemzë [German] klammern,*glem-,,2,3257
[English] frood [Lithuanian] protas,*pret-,,2,3258
[Albanian] rëkuall [Ancient Greek] κελέοντες,*kel,,2,3259
[Irish] réidh [Welsh] rhwydd,*h₁réh₁-dʰi,,2,3260
[Welsh] deifio [Ancient Greek] δύη [Breton] deviñ [Ancient Greek] δαΐς [Ancient Greek] δαίω,*deh₂w-,,5,3261
[Old Armenian] մօրուք [Hittite] 𒍝𒈠𒀭𒆳 [Marathi] मिशी [Sudovian] smakra,*smóḱwr̥,,4,3262
[Old English] wlæc [Old English] wlacu,*weleg-,,2,3263
[Old Norse] nǫs [Latvian] nāss,*nās-,,2,3264
[Old Armenian] մունջ [Ancient Greek] μυνδός,*mundyo-,,2,3265
[Ancient Greek] ὄρτυξ [Ossetian] уӕрцц,*wort-,,2,3266
[Serbo-Croatian] urota [Serbo-Croatian] урота,*wrotos,,2,3267
[Welsh] huddygl [Breton] huzel,*suh₃d-,,2,3268
[English] oligolectic [English] oligolecty,*(o)leyg-,,2,3269
[Polish] powodzenie [Polish] wodzić,*wodʰ-éye-,,2,3270
[English] Helvetii [Latin] Helvetius,*pelh₁u-,,2,3271
[Old Armenian] թովեմ [Old Armenian] թովեմ,*tow-,,2,3272
[Macedonian] мозок [Ukrainian] мозок,*mosgos,,2,3273
[Latvian] šis [Lithuanian] šis,*ḱi-,,2,3274
[Lithuanian] valai [Bhojpuri] 𑂥𑂰𑂩 [Magahi] 𑂥𑂰𑂩,*ul,,3,3275
[Lithuanian] valtis [Norwegian Bokmål] Valdres,*wolHt-,,2,3276
[Proto-Norse] ᛖᚱᚨᚠᚨᛉ [Russian] рябой [Old Irish] erbaid [Old English] eorp,*h₁erbʰ-,,4,3277
[Old Irish] Badb [Old Irish] búaid [Welsh] budd,*bʰówdʰi,,3,3278
[Albanian] verrë [Sanskrit] वरिष्ठ,*h₁wer-,,2,3279
[Latvian] kļūt [Polish] kluć,*klewh₂-,,2,3280
[Albanian] bokë [Albanian] bokël,*bʰoHu,,2,3281
[Ancient Greek] βιός [Kalasha] ǰi,*gʷiH-,,2,3282
[Albanian] drudhe [Albanian] drudh,*dʰrew,,2,3283
[Ancient Greek] γλυκύς [Ancient Greek] γλεῦκος,*dléwkus,,2,3284
[Ancient Greek] -θεν [Ancient Greek] -θι [Gothic] -𐌸,*dʰe,,3,3285
[Galician] canga [Portuguese] canga [Galician] cancil,*(s)kh₂emb-,,3,3286
[Galician] doiro [Galician] doira,*dʰuryos,,2,3287
[Polish] jawa [Russian] явь,*h₂ew- ,,2,3288
[Latin] erus [Hittite] 𒅖𒄩𒀀𒀸 [Lydian] 𐤦𐤮𐤠𐤮,*h₁esh₂ós,,3,3289
[Latgalian] daudz [Latvian] daudz,*dʰowgʰ-,,2,3290
[Lower Sorbian] wóz [Polish] wóz,*woǵʰos,,2,3291
[Sanskrit] अधस् [Sanskrit] अधि,*h₁n̥dʰí,,2,3292
[Old Irish] adágathar [Gothic] 𐍉𐌲𐌰𐌽 [Old Irish] áigthiu,*h₂eh₂ógʰe,,3,3293
[Classical Syriac] ܒܐܘܐ [Latin] butio,*b(e)u,,2,3294
[Danish] sadel [Norwegian Bokmål] sadel [Swedish] sadel,*sod-tlō-,,3,3295
[Latin] -tus [Welsh] -did,*-tuHts,,2,3296
[Polish] szajba [Old Norse] skífa,*skeyp-,,2,3297
[Ancient Greek] ἔνθα [Ancient Greek] ἔνθεν,*ím,,2,3298
[Persian] بیدستر [Assamese] বন,*widʰu-,,2,3299
[Lithuanian] rodyti [Latvian] rādīt,*h₂roh₁dʰéyeti,,2,3300
[Swedish] kärr [Norwegian Bokmål] kjerr [Latin] gerdius [Ancient Greek] γυργαθός [Ancient Greek] γέρδιος,*ǵers-,,5,3301
[Lithuanian] dirva [Hindi] दूब,*dŕ̥Hweh₂,,2,3302
[Russian] черпать [Ido] cherpar [Old Church Slavonic] чрѣти [Ukrainian] черпати,*(s)kerp-,,4,3303
